"","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100","sample101","sample102"
"WT1-AS",1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,0.5,1.5,1.5,1,1,1,1,1.5,1,1,2,0.5,1.5,1,2,1,2,1,1.5,2,1.5,1.5,1,3.5,1,1.5,1,1
"WTAP",1.5,1,2,1,1,1,1,1.5,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1,0.5,1.5,1,1,1.5,1.5,1,1,1,1,1.5,2,1,1,0.5,1,1,2,1,2.5,1,2,2,1,1.5,0.5,1,1,3,1,1
"WTIP",2.5,2,2.5,1.5,2,1.5,1,2.5,3.5,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,2,0.5,3,3.5,1,1.5,1,2.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,1,0.5,1.5,1.5,2,1,1,1,2,1,3
"WWC1",2,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,2,1,1,0.5,1,1,1,0.5,1.5
"WWC2",1,1,1,1,1,1,1,1,1.5,1.5,1,0.5,1,1,1,0.5,1,0.5,0.5,1,0.5,0.5,2,1.5,1,1,1,0.5,0.5,1.5,1,2,3,1,0.5,0.5,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"WWOX",1,1,1.5,1,2,1.5,1,1,1,1.5,0.5,0.5,1.5,1,1,1,1,1,1,1,0.5,0.5,1.5,0.5,2,1,1,1,1,1.5,1,1.5,1,1,1,1.5,1,2,1,0.5,1,1,1,1.5,1.5,1,1,1,2.5,0.5,1
"WWP1",2,3,1.5,1,2.5,3.5,1.5,1.5,2,1.5,1,1,1.5,2,1.5,1,2,1,1,1,1.5,1,2.5,1,1.5,1.5,1,1,1,1.5,2.5,2,1,1,1.5,1,1.5,2,1,1.5,1.5,2.5,1.5,2,2,1,0.5,1,2.5,1,2
"WWP2",1,1,1.5,1,2,1.5,1,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1.5,1,2,1,1,1,1,1.5,1,1.5,1,1,1,1,1,2,1,0.5,1,3.5,1,1.5,1.5,1,1,1,2.5,0.5,1
"WWTR1",3.5,1.5,2,1.5,3.5,1.5,1.5,2,1.5,2.5,1.5,2,2,3.5,3,3,2,1.5,0.5,1,2,2,2,1,2,3,2,2.5,1.5,3.5,3,3,2,3,1.5,2.5,1.5,3.5,1,2.5,1,2.5,3,2,3,1.5,1.5,1,3.5,1.5,1.5
"WWTR1-AS1",3.5,1.5,2,1.5,3.5,1.5,1.5,2,1.5,2.5,1.5,2,2,3.5,3,3,2,1.5,0.5,1,2,2,2,1,2,3,2,2.5,1.5,3.5,3,3,2,3,1.5,2.5,1.5,3.5,1,2.5,1,2.5,3,2,3,1.5,1.5,1,3.5,1.5,1.5
"XAB2",1,1,2.5,1,2,1.5,1,1,1,1.5,1,1,2,2,1,1,1.5,0.5,1,1,1,1,1,0.5,3,1,1,0.5,1,1.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,2,1.5,1.5,2,0.5,0.5,1,1,1,1
"XAF1",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"XBP1",2,1,1,1,2,1.5,0.5,1,2,1.5,0.5,1,3,3,1,1,3,1,1,1,1,1,2.5,1,2.5,3,1,1.5,1,1.5,1,3.5,2.5,2,2.5,1,1,2.5,1,1.5,1,2,3,2,2,1,1,1,1.5,1,1.5
"XCL1",2,1.5,2,1,3.5,1.5,1,1.5,2,1,1,1.5,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1,1,2,3.5,2,1,2,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,2,1,1,2.5,1,1
"XCL2",2,1.5,2,1,3.5,1.5,1,1.5,2,1,1,1.5,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1,1,2,3.5,2,1,2,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,2,1,1,2.5,1,1
"XCR1",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"XDH",1.5,1.5,2,1.5,2,1.5,1,2,2,1,1,1,2.5,2,1,1,2,1,1,1,2,1,3,1.5,1.5,3,1.5,1,1,3,2,2,1,2.5,1,1.5,1,2,1,1.5,1.5,1.5,2.5,2.5,2,1,1,1.5,2,1,1.5
"XIRP1",1,1.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"XIRP2",1,1.5,2,1,2,1,1,1.5,1.5,1,1,1,2.5,1,1,1,3.5,1,1,1,1.5,1,2,1.5,2,2.5,1,1,1,1.5,1.5,2,1,1.5,1,1,1,2,1,1.5,1,1.5,3,2.5,1.5,1,1,1,2,1,1.5
"XKR4",3.5,3,1.5,1,1.5,3.5,1,1.5,1.5,1.5,1,1,1.5,2,1.5,1,2,1,1,1,1.5,1,2.5,1,1.5,1.5,1,1,1,1.5,1.5,2,1,0.5,1.5,0.5,1.5,2,1,1.5,1.5,2,1.5,2,2,0.5,0.5,1,2.5,1,2
"XKR5",0.5,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1,1.5,1.5,0.5,1,0.5,0.5,1,1.5,0.5,1,0.5,2,0.5,0.5,0.5,1,0.5,1,1,1,1.5,1,0.5,0.5,1,1,0.5,0.5,1.5,0.5,1,1,0.5,0.5,1,2.5,1,2
"XKR6",0.5,1,1,1.5,1.5,1,0.5,1,1,1.5,1,1,1,1.5,1.5,0.5,1,0.5,0.5,1,1.5,0.5,1,0.5,2,0.5,0.5,0.5,1,0.5,1.5,1,1,1.5,1,0.5,0.5,1,1,0.5,0.5,1.5,0.5,1,1,0.5,0.5,1,2.5,1,2
"XKR8",1,1.5,1,1,1.5,1.5,1,1.5,2,1,1,0.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,1,1,1.5,1,1.5,2.5,2,1.5,1,1,1,1.5,0.5,1
"XKR9",3.5,3,1.5,1,1.5,3.5,1.5,1.5,2,1.5,1,1,1.5,2,1.5,1,2,1,1,1,1.5,1,2.5,1,1.5,1.5,1,1,1,1.5,1.5,2,1,1,1.5,0.5,1.5,2,1,1.5,1.5,2.5,1.5,2,2,1,0.5,1,2.5,1,2
"XPC",1,1.5,1,0.5,1,1.5,0.5,1.5,0.5,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1.5
"XPC-AS1",1,1.5,1,0.5,1,1.5,0.5,1.5,0.5,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1.5
"XPNPEP1",1.5,1.5,1,1,1.5,1.5,1,0.5,1.5,1,1,0.5,1,1,1,1,2,1,1,1,1.5,0.5,1.5,1,1.5,1,0.5,1,1,1.5,1,1,1,1,0.5,0.5,0.5,1.5,1,1,1,1,2,1.5,1,1,1,1,1,0.5,1.5
"XPNPEP3",2,1,1,1,1.5,2,0.5,1,2,1.5,0.5,1,3,2,1,1,1,1,1,1,1,1.5,2,1,1.5,3,1,1.5,1,1.5,1,3.5,1,2,2.5,1,1,2.5,1,1.5,1,2,1.5,2,2,1,1,1,1.5,1,1.5
"XPO1",1.5,1.5,2,1.5,2,1.5,1,2,1.5,1,1,2,2.5,2,1,1,2,1,3.5,1,2,1,3,1.5,2,3.5,1.5,2,1,2.5,2,2,1,2.5,1,1.5,1,2,1,3,1.5,1.5,2.5,2.5,1.5,1,1,1.5,2,1,2
"XPO4",2,1,2,0.5,1.5,1,0.5,1,0.5,1,0.5,0.5,1.5,2.5,0.5,1,2,1,0.5,1,0.5,0.5,1,0.5,1.5,1,1,1,0.5,1.5,1,2,0.5,1,0.5,0.5,1,1,1,1,0.5,1,1,1,1.5,1,1,1,1.5,0.5,1
"XPO5",1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1,3,1,1.5,1,1.5,1,1.5,1,1,0.5,1,0.5,2,2,1,1,1,1.5,1.5,2,1,2,0.5,1.5,0.5,1.5,1,1,1,1,2,2,1.5,0.5,1,1,2.5,1,2.5
"XPO7",0.5,1,1,1.5,1,1,0.5,1.5,1,1.5,1,1,1.5,1.5,1.5,0.5,1,0.5,0.5,1,1.5,0.5,1,0.5,2,0.5,0.5,0.5,1,0.5,1.5,1,1,1.5,1,0.5,0.5,1,1,0.5,0.5,1.5,0.5,1,1,0.5,0.5,1,2.5,1,2
"XPOT",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,1.5,2,1.5,2,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1
"XPR1",2,1.5,2,1,3.5,1.5,1,1.5,2,1,1,1,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1,1,2,3.5,2,1.5,1.5,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,2,1,1,2.5,1,1
"XRCC1",1,2,2.5,1.5,2.5,1.5,1,2.5,2,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,2,0.5,1,1,1,1.5,1,1.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,1,1,2.5,1.5,2.5,1,1,1,2,1,3.5
"XRCC2",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,0.5,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,3.5,1.5,2,2.5,1,0.5,1,2,1,1.5,1,1.5,1,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,0.5
"XRCC4",1,1.5,1,1,1,1,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"XRCC5",1,1.5,2,1,2.5,1,0.5,1.5,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,0.5,1,1,1,1.5,1,1.5,1.5,2,0.5,1.5,1,1,1,1.5,1,1.5,1,1.5,1,2.5,1.5,0.5,1,1,2,0.5,1.5
"XRCC6",2,1,1,1,1.5,2,0.5,1,2,1.5,0.5,1,3,2,1,1,1,1,1,1,1,1.5,2,1,1.5,3,1,1.5,1,1.5,1,3.5,1,2,2.5,1,1,2.5,1,1.5,1,2,1.5,2,2,1,1,1,1.5,1,1.5
"XRN2",1,1.5,2.5,1,3,2,0.5,1.5,1.5,0.5,1,1.5,2,2.5,2,1,2,1.5,1,1,1,1,1.5,1,2.5,1.5,1,1,1,2,2,2.5,1,1.5,1,1.5,1.5,2.5,1,1.5,1,3,2,3,2,1,1,1.5,3,1,2
"XRRA1",1,2,1.5,1,2,2,1.5,1.5,1.5,1,1,0.5,2.5,2,1,1,1.5,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1.5,1,1.5,1.5,1,1,1.5,0.5,1.5,1,2,1,1.5,1,2.5,2,1.5,1.5,1,1,1,1.5,1,1.5
"XXYLT1",3.5,1.5,2,3.5,3.5,1.5,1.5,2,1.5,2.5,1.5,2,3.5,3.5,3,3,2,1.5,1.5,1,2,2,2,3.5,3.5,3.5,1.5,2,1.5,3.5,3,2.5,1.5,2.5,1.5,2.5,1.5,3.5,1,2.5,2,2.5,3.5,2,3.5,1.5,1.5,1,3.5,2,1.5
"XXYLT1-AS2",3.5,1.5,2,3.5,3.5,1.5,1.5,2,1.5,2.5,1.5,2,3.5,3.5,3,3,2,1.5,1.5,1,2,2,2,3.5,3.5,3.5,1.5,2,1.5,3.5,3,2.5,1.5,2.5,1.5,2.5,1.5,3.5,1,2.5,2,2.5,3.5,2,3.5,1.5,1.5,1,3.5,2,1.5
"XYLB",1,1.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"XYLT2",2,1.5,2,1,1.5,2,1,1.5,1,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,2,2,2.5,2,1,1,1,2,1,1.5
"YAE1",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"YAF2",1.5,2,1.5,1,1.5,1.5,1,1.5,1.5,1.5,1,1,2,3,1,1,2,1,1,1,1,1,1.5,0.5,2,3.5,1,1,1,2.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,2,2.5,2,2,1,0.5,1,1.5,1,1
"YAP1",0.5,2,1.5,1,2,2,1.5,2,1,1,1,0.5,1,2,1,1,1.5,1,1,1,1,0.5,1.5,1,1.5,1.5,1,1,1,1.5,1.5,1,1,1.5,0.5,1.5,1,2,1,1,1,0.5,2,1.5,1.5,1,1,1,2,1,1.5
"YARS1",1,1.5,1,1,1.5,1.5,0.5,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,1,1,1.5,1,1.5,2.5,2,1.5,1,1,1,1.5,0.5,1
"YBX1",1,1.5,3.5,1,1.5,1.5,0.5,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,2,1,1.5,1,1.5,2.5,2,1.5,1,1,1,3.5,0.5,1
"YBX1P1",1,2,1,1,2,2.5,1,1,1,1.5,0.5,1,1.5,2.5,1,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1.5,1.5,1,1.5,1,1.5,1,1,1,1.5,2,2,1,1,1.5,1,1,1,1
"YBX1P2",2.5,1.5,2.5,1,1.5,2,1,1.5,1,2,1,1,2,2,0.5,1,1.5,1,1,1,1,1,3.5,1.5,2,2,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1,1,3.5,3.5,2,2.5,1,0.5,1.5,2,1,1
"YBX2",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"YBX3",1.5,2,1.5,1,1.5,2,1.5,2,1.5,1.5,1,1,2,3,1,1,2,1,1,1,2.5,1,1.5,0.5,2.5,3.5,1,1,1,3.5,2.5,2,1.5,3,1,1,1,2,1,2.5,1,1,3.5,3.5,2,1,1,1,2,1,1.5
"YEATS4",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,1,2,2,1,1,1,2.5,1.5,2,1.5,2,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1
"YES1P1",2,1,1,1,2,1.5,0.5,1,1,1.5,0.5,1,3,3,1,1,3,1,1,1,0.5,1,2.5,1,2.5,1.5,1,1.5,1,1.5,1,3.5,1,2,2.5,1,1,2.5,1,1.5,1,2,3,2,2,1,1,1,1,1,1.5
"YIF1B",3.5,2,2.5,1.5,3,1.5,1,2.5,3.5,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,2,1,3,3.5,1,1.5,1,2.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,1,1,2.5,1.5,2.5,1,1,1,2,1,3.5
"YIPF1",1,1.5,2,1,1,1.5,0.5,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,1,1,0.5,1,1.5,2.5,2,1.5,1,1,1,3.5,0.5,1
"YIPF3",1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1,3,1,1.5,1,1.5,1,1.5,1,1,0.5,1,0.5,2,2,1,1,1,1.5,1.5,2,1,2,0.5,1.5,0.5,1.5,1,1,1,1,2,2,1.5,0.5,1,1,2.5,1,2.5
"YIPF4",1.5,1.5,2,1.5,2,1.5,1,2,2,1,1,1,2.5,2,1,1,2,1,1,1,2,1,3,1.5,1.5,3,1.5,1,1,3,2,2,1,2.5,1,1.5,1,2,1,1.5,1.5,1.5,2.5,2.5,2,1,1,1.5,2,1,1.5
"YIPF5",2,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,2,1,1,0.5,1,1,1,0.5,1.5
"YJU2",1,1,2.5,1,1,1.5,1,1,1.5,1.5,1,1,2,2,1,1,1.5,0.5,1,1,1,0.5,1,0.5,3,2,1,0.5,1,1.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,2,1.5,1.5,2,0.5,1,1,1,1,0.5
"YKT6",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"YLPM1",1,2,1,1,2,2,1,1,1,1.5,0.5,1,1.5,2.5,1,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1.5,1.5,1,1.5,1,1.5,1,1,1,1.5,2,2,1,1,1.5,1,1.5,1,1
"YOD1",2,1.5,2,1,2.5,1.5,1,2,2,1.5,1,1,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1,1,2,1.5,2,1.5,1.5,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,1,1,1,2.5,1,1
"YPEL2",2,1.5,2,1,1.5,2,1,1.5,1,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2.5,1,2,2,2.5,2,1,1,1,2,1,1.5
"YPEL4",1,2,1.5,1,2,2,1,1.5,1.5,2,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,1,1.5,1.5,1,1,1,1,1.5,1,1,1.5,0.5,1.5,1,2,1,1.5,1,1.5,2,1.5,1.5,1,1.5,1,1.5,1,1.5
"YPEL5",1.5,1.5,2,1.5,2,1.5,1,2,2,1,1,1,2.5,2,1,1,2,1,1,1,2,1,3,1.5,1.5,3,1.5,1,1,3,2,2,1,2.5,1,1.5,1,2,1,1.5,1.5,1.5,2.5,2.5,2,1,1,1.5,2,1,1.5
"YRDC",1,1.5,3.5,1,1.5,1.5,0.5,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,2,1,1.5,1,1.5,2.5,2,1.5,1,1,1,3.5,0.5,1
"YTHDC1",1,1,1,1,1.5,1.5,1,1.5,2,2,1,0.5,1,1.5,1,1,1,1,0.5,1,0.5,1,2,1,1,1,1,1,0.5,1,3.5,2,2.5,1,0.5,1,1,1.5,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"YTHDC2",1,1,1,1,2,1,0.5,1.5,1,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"YTHDF1",1.5,1.5,2,1,2,2,1.5,2.5,1.5,3,1,1,2,2,1,1,2,0.5,1,1,1,1.5,1.5,1,1.5,1.5,1,1,1,2,2.5,1,1,1.5,1,1.5,1,1.5,1,2,1,2.5,1,2.5,2,1,1.5,1,3,1,1.5
"YTHDF2",1,1.5,1,1,1.5,1.5,0.5,1.5,2,1,1,0.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,1,1,1.5,1,1.5,2.5,2,1.5,1,1,1,1.5,0.5,1
"YTHDF3",3.5,3,1.5,1,1.5,3.5,1.5,1.5,1.5,1.5,1,1,1.5,2,1.5,1,2,1,1,1,1.5,1,2.5,1,1.5,1.5,1,1,1,1.5,1.5,2,1,1,1.5,0.5,1.5,2,1,1.5,1.5,2,1.5,2,2,0.5,0.5,1,2.5,1,2
"YTHDF3-AS1",3.5,3,1.5,1,1.5,3.5,1.5,1.5,1.5,1.5,1,1,1.5,2,1.5,1,2,1,1,1,1.5,1,2.5,1,1.5,1.5,1,1,1,1.5,1.5,2,1,1,1.5,0.5,1.5,2,1,1.5,1.5,2,1.5,2,2,0.5,0.5,1,2.5,1,2
"YWHAB",1.5,1.5,2,1,2,2,1.5,1.5,1.5,3,1,1,2,2,1,1,2,1.5,1,1,1,1.5,3.5,1,1,1,1,1,1,1.5,2.5,1,1,1.5,1,1.5,1,2,1,1.5,1,3,1,2.5,2,1,1.5,1,3,1,1.5
"YWHAE",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"YWHAG",2.5,1.5,2.5,1,1.5,2,1,1.5,1,2,1,1,2,2,1.5,1,1.5,1,1,1,1,1,3,1.5,3,2,1,1.5,1,2,3.5,1.5,1,1.5,0.5,1,1,2,1,1.5,1,2,2.5,2,2,1,0.5,1.5,2,1,1
"YWHAH",2,1,1,1,2,1.5,0.5,1,2,1.5,0.5,1,3,3,1,1,2,1,1,1,1,1,2.5,1,2.5,3,1,1.5,1,1.5,1,3.5,1,2,2.5,1,1,2.5,1,1.5,1,2,3,2,2,1,1,1,1.5,1,1.5
"YWHAQ",1,1.5,2,2,2,1.5,1,2,2,1,1,1,2.5,2,1,1,2,1,1,1,1,1,3,1.5,1.5,3,1.5,1,1,3,2,2,1,2.5,1,1.5,1,2,1,1.5,1.5,1.5,2.5,2.5,2,0.5,1,1.5,2,1,1.5
"YWHAZ",2,3,1.5,1,2.5,3.5,2,1.5,2,1.5,1,1,2.5,2,1.5,1,2,1,1,1,1.5,1,2.5,1,1.5,1.5,1.5,1,1,1.5,2.5,2,1,1,1.5,2.5,1.5,2,1,1.5,1.5,2.5,1.5,2,2,1,0.5,1,2.5,1,2.5
"YWHAZP2",1,1.5,2,1,1.5,1,1,1.5,1.5,1,1,1,2.5,1.5,1,1,2,1,1,1,1.5,1,2,1,2,2,2,1,1,1,1.5,2,1,2,1,0.5,1,2,1,1.5,1,1.5,2.5,2.5,1.5,1,1,1.5,2,1,1.5
"YWHAZP4",1.5,1.5,2,1,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1.5,1,1.5,1,1,1,1,1.5,1,1,2,1.5,1,1,1,1,1.5,2,1,1,0.5,1,1,2,1,1,1,2,2,2,1.5,0.5,1,1,3,1,1
"YWHAZP5",1.5,1.5,1,1,1.5,1.5,1,0.5,1.5,1,0.5,0.5,1,1,1,1,2,1,1,1,1.5,0.5,1.5,1,1.5,1,0.5,1,1,1.5,1,1,1,1,0.5,1,0.5,1.5,1,1.5,1,1,2,1.5,1,1,1,1,1,0.5,1.5
"YY1AP1",2,1.5,2,1,3,1.5,1,1.5,2,1,1,1.5,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,3,1.5,1,1,3,3,2,1,2,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,2,1,1,2.5,1,1
"Z73420.1",2,1,1,1,1.5,2,0.5,1,2,1.5,0.5,1,3,3,1,1,1,1,1,1,1,1,2.5,1,1.5,3,1,1.5,1,1.5,1,3.5,1,2,2.5,1,1,2.5,1,1.5,1,2,1.5,2,2,1,1,1,1.5,1,1.5
"Z82217.1",2,1,1,1,1.5,2,0.5,1,2,1.5,0.5,1,3,3,1,1,1,1,1,1,0.5,1,2.5,1,1.5,3,1,1.5,1,1.5,1,3.5,1,2,2.5,1,1,2.5,1,1.5,1,2,1.5,2,2,1,1,1,1.5,1,2
"Z83840.1",2,1,1,1,1.5,2,0.5,1,2,1.5,0.5,1,3,2,1,1,1,1,1,1,1,1.5,2,1,1.5,3,1,1.5,1,1.5,1,3.5,1,2,2.5,1,1,2.5,1,1.5,1,2,1.5,2,2,1,1,1,1.5,1,1.5
"Z84485.1",1.5,1.5,1.5,1,1.5,2,1.5,1.5,1.5,1,1,1,3,1,1.5,1,1.5,1,1,1,1,0.5,1,0.5,2,2,1,1,1,1.5,1,2,1,2,0.5,1.5,0.5,1.5,1,1,1,1,2,2,1.5,0.5,1,1,2.5,1,1.5
"Z92544.1",1,1,2,1,0.5,1.5,1,1,1.5,1.5,1,1,1.5,2,0.5,1,1,1,1,1,1,0.5,1.5,1,2,1.5,0.5,1,1,1.5,1.5,1.5,0.5,1.5,1,1.5,1,2.5,1,1,1,1,1,3,1.5,1,1,1,2.5,1,1
"Z93930.2",2,1,1,1,2,1.5,0.5,1,2,1.5,0.5,1,3,3,1,1,3,1,1,1,1,1,2.5,1,2.5,3,1,1.5,1,1.5,1,3.5,2.5,2,2.5,1,1,2.5,1,1.5,1,2,3,2,2,1,1,1,1.5,1,1.5
"Z93930.3",2,1,1,1,2,1.5,0.5,1,2,1.5,0.5,1,3,3,1,1,3,1,1,1,1,1,2.5,1,2.5,3,1,1.5,1,1.5,1,3.5,2.5,2,2.5,1,1,2.5,1,1.5,1,2,3,2,2,1,1,1,1.5,1,1.5
"Z95114.3",2,1,1,1,1.5,2,0.5,1,2,1.5,0.5,1,3,3,1,1,1,1,1,1,0.5,1,2.5,1,1.5,3,1,1.5,1,1.5,1,3.5,1,2,2.5,1,1,2.5,1,1.5,1,2,1.5,2,2,1,1,1,1.5,1,2
